"ID","date_created","fuel_model","fuel_loading","slope","aspect","default_end_month","default_beg_month","remarks","raws_id","gacc","state","active","jurisdiction","lat","raws","elevation","site","lng","grup"
78,"2007-04-17",,"0","25","NW","12","01",,"ALRA3","SWCC","AZ","0","USFS","33-51-42","Alpine","8300","ASF Little MC","109-04-59","USFS - Apache-Sitgreaves NF"
79,"2007-04-17",,"0","15","S","12","01",,"ALRA3","SWCC","AZ","0","USFS","33-51-31","Alpine","8200","ASF Little Pine","109-04-57","USFS - Apache-Sitgreaves NF"
80,"2007-04-23","C","0","2","S","12","01",,"QCHA3","SWCC","AZ","0","NPS","32-00-20","Headquarters","5380","CHP Admin Road","109-21-28","NPS - Chiricahua Nat. Mon."
81,"2007-04-17","C","0","4","E","12","01",,"QCHA3","SWCC","AZ","0","NPS","32-08-47","Headquarters","4943","FBP Weather Station","109-26-07","NPS - Fort Bowie Nat. Hist. Park"
82,"2007-06-12",,"0","4","N","12","01",,,"EGBC","UT","0","BLM","38-20-22","NONE","6300","gv","112-48-19","Cedar City Field Office"
83,"2007-04-23","C","0","15","SW","12","01",,"TR305","SWCC","NM","0","BLM","34-51-50","Albuquerque Portable","7700","ABD Chain of Craters","108-10-37","BLM - Albuquerque District"
84,"2007-04-23",,"0","5","S","12","01",,,"SWCC","NM","0","BLM","35-52-00","NONE","6607","ABD Coal Creek","106-58-27","BLM - Albuquerque District"
85,"2007-04-23",,"0","20","S","12","01",,"TWRN5","SWCC","NM","0","NPS","35-49-34","Tower","8500","BAP Apache Springs","106-23-24","NPS -  Bandelier Nat. Mon."
86,"2007-04-23",,"0","12","S","12","01",,"TWRN5","SWCC","NM","0","NPS","35-49-04","Tower","7425","BAP Burnt Mesa","106-20-22","NPS -  Bandelier Nat. Mon."
87,"2007-04-23",,"0","10","SW","12","01",,"TWRN5","SWCC","NM","0","NPS","35-50-43","Tower","9150","BAP Cerro Grande","106-24-11","NPS -  Bandelier Nat. Mon."
88,"2007-04-23",,"0","10","S","12","01",,"TWRN5","SWCC","NM","0","NPS","35-50-02","Tower","9000","BAP Scooter Peak","106-26-32","NPS -  Bandelier Nat. Mon."
89,"2007-04-23","C","0","5","E","12","01",,"CWRN5","SWCC","NM","1","USFS","36-47-56","Albino Canyon","7410","ZZZ -  CAF Bixler","107-13-52","USFS - Carson NF"
90,"2007-04-23","G","0","5","W","12","01",,"TRUN5","SWCC","NM","0","USFS","36-04-07","Truchas","8100","CAF Truchas 1","105-48-26","USFS - Carson NF"
91,"2007-04-23","G","0","20","N","12","01",,"TRUN5","SWCC","NM","0","USFS","36-02-51","Truchas","8900","CAF Truchas 2","105-44-10","USFS - Carson NF"
92,"2007-04-23",,"0","2","SW","10","03",,"GMLN5","SWCC","NM","0","NPS","34-59-30","Malpias Lava Flow","7500","EMP ELMA Fire Cache","108-02-18","NPS - El Malpais Nat. Mon."
93,"2007-04-23","F","0","5","W","12","01",,"CWRN5","SWCC","NM","0","BLM","36-48-35","Albino Canyon","6650","FAD Rosa","107-28-35","BLM - Farmington District"
94,"2007-04-23","B","0","10","W","12","01",,"LOMN5","SWCC","NM","0","BLM","32-19-04","Dripping Springs","5620","LCD Dripping Springs","106-35-00","BLM - Las Cruces District"
95,"2013-04-17","Q","0","0",,"12","01","Relative water content values for needles only, with samples taken from pre-commercial plantations.","NKAW3","EACC","WI","0","WIDNR","44-14-33","Rome (Saratoga)","873","Rome-RWC","089-49-44","WI-DNR"
96,"2007-04-26",,"0","0","S","12","01",,"CSMN5","SWCC","NM","0","USFS","32-46-46","Cosmic","9175","LNF Cosmic","105-49-08","USFS - Lincoln NF"
97,"2007-04-26","K","0","30","SE","12","01",,"MAYN5","SWCC","NM","0","USFS","32-55-16","Mayhill","6631","LNF Mayhill","105-27-46","USFS - Lincoln NF"
98,"2007-04-26",,"0","10","NE","12","01",,"COPN5","SWCC","NM","0","USFS","33-21-02","Smokey Bear","6887","LNF Smokey Bear","105-40-35","USFS - Lincoln NF"
99,"2007-04-26",,"0","10","NE","12","01",,"QENN5","SWCC","NM","0","USFS","32-12-14","Queen","5605","LNF Queen Admin","104-41-23","USFS - Lincoln NF"
100,"2007-04-26","C","0","20","N","12","01",,"BCHN5","SWCC","NM","0","BLM","33-52-54","Chupadera","6711","SCD Chupadera","106-14-05","BLM - Socorro District"
101,"2007-04-26","C","0","10","N","12","01",,"DTLN5","SWCC","NM","0","BLM","34-10-46","Datil","7629","SCD Datil PIPO","107-53-41","BLM - Socorro District"
102,"2007-04-26","C","0","5","NE","12","01",,"DTLN5","SWCC","NM","0","BLM","34-09-09","Datil","7482","SCD Datil Well","107-51-37","BLM - Socorro District"
103,"2007-04-26","K","0","5","SE","12","01",,,"SWCC","NM","0","USFS","35-42-13","NONE","7057","SNF Caja Del Rio","106-10-03","USFS - Santa Fe NF"
104,"2007-04-26","G","0","7","E","12","01",,"LVPN5","SWCC","NM","0","USFS","35-39-54","Pecos","7630","SNF Encinoso","105-26-04","USFS - Santa Fe NF"
105,"2007-04-26","U","0","10","SE","12","01",,"LVPN5","SWCC","NM","0","USFS","35-36-48","Pecos","7925","SNF La Cueva","105-43-51","USFS - Santa Fe NF"
106,"2007-04-26","K","0","10","S","12","01",,"LVPN5","SWCC","NM","0","USFS","35-32-42","Pecos","8100","SNF Pecos","105-29-49","USFS - Santa Fe NF"
107,"2007-04-26","K","0","15","SE","12","01",,"SFWN5","SWCC","NM","0","USFS","35-41-12","Santa Fe Watershed","7674","SNF Watershed","105-51-37","USFS - Santa Fe NF"
108,"2007-05-02",,"0","6","N","12","01",,,"SWCC","NM","0","BLM","36-12-49","NONE","7640","TAD TAFO CH1","105-45-40","BLM - Taos District"
109,"2007-05-02",,"0","20","W","12","01","This station reported as inactive... effective 8-13-2012... je, swcc.",,"SWCC","NM","1","BLM","36-56-20","NONE","6500","TAD TAFO CR1","105-40-06","BLM - Taos District"
110,"2007-05-02",,"0","2","S","12","01","This station reported as inactive... effective 8-13-2012... je, swcc.",,"SWCC","NM","1","BLM","36-42-48","NONE","7660","TAD TAFO PM1","105-48-5.","BLM - Taos District"
111,"2007-05-02",,"0","5","N","12","01",,,"SWCC","NM","0","BLM","35-54-00","NONE","7300","TAD TAFO SC1","105-53-24","BLM - Taos District"
112,"2007-05-02",,"0","5","SE","12","01","This station reported as inactive... effective 8-13-2012... je, swcc.",,"SWCC","NM","1","BLM","36-44-35","NONE","8260","TAD TAFO WM1","105-56-12","BLM - Taos District"
113,"2007-05-02",,"0","25","NW","12","01",,,"SWCC","NM","0","BLM","36-42-48","NONE","7600","TAD TAFO WR1","105-40-7.","BLM - Taos District"
114,"2007-05-02",,"0","2","SW","12","01",,"ZNRN5","SWCC","NM","0","BIA","35-08-27","Zuni Buttes","6660","ZUA Buttes","108-56-29","BIA - Zuni Agency"
115,"2007-05-02",,"0","8","SE","12","01",,"ZNRN5","SWCC","NM","0","BIA","34-57-56","Zuni Buttes","7624","ZUA Repeater","108-35-12","BIA - Zuni Agency"
116,"2007-05-27","B","40","25","W","12","01",,"CNSC1","SOCC","CA","0","CDF RIVERSIDE","33-47-38","Cranston","1540","San Jacinto","116-55-34","CDF Riverside Unit"
117,"2007-05-27","B","50","0","S","12","01",,"NZAC1","SOCC","CA","0","CDF RIVERSIDE","33-32-54","Anza","3900","Anza","116-43-03","CDF Riverside Unit"
118,"2007-05-27","B","50","50","S","12","01",,"SRUC1","SOCC","CA","0","CDF RIVERSIDE","33-27-27","Santa Rosa Plateau","1100","Temecula","117-10-16","CDF Riverside Unit"
119,"2007-05-27","C","50","50","S","12","01",,"KNWC1","SOCC","CA","0","CDF RIVERSIDE","33-43-18","Keenwild","5020","Pine Cove","116-43-21","CDF Riverside Unit"
120,"2007-07-12","G","0","10","SW","11","05",,"ACRU1","EGBC","UT","0","NPS","37-32-38","Agua Canyon","8802","Farview","112-15-32","Southern Utah NPS"
121,"2007-07-12","T","0","0","S","11","05",,"BYCU1","EGBC","UT","0","nps","37-35-42","Bryce Canyon","7954","East Creek","112-12-32","Southern Utah NPS"
122,"2013-03-12",,"0","0","S","12","01",,,"SACC","TX","0","City of Austin","30-19-50","NONE","900","City of Austin-Reicher","097-56-23","AWU"
123,"2013-03-13","Q","0","0",,"12","01","Samples were full-stem (needles & woody growth), extending to two growth nodes plus new growth until bud set, thereafter new growth plus one year.  Trees were from  plantations that had been thinned at least once.","NKAW3","EACC","WI","0","WIDNR","44-14-44","Rome (Saratoga)","873","Rome-Mixed Mature LFM","089-48-52","WI-DNR"
124,"2013-03-12",,"0","0","S","12","01",,,"SACC","TX","0","City of Austin","30-03-53","NONE","900","City of Austin-Onion","097-57-02","AWU"
125,"2007-08-02","F","6","5","SW","12","01",,"FTMU1","EGBC","UT","0","BLM","39-20-10","Flattop Mountain","6142","Flat Top","110-36-05.1","Moab Field Office"
126,"2007-08-15",,"0","25","SE","12","01","The Bouquet Canyon LFM site was burned over in the Buckweed Fire, October 22, 2007.  Sampling continues in unburned fuel approximately 1,000 feet from the original sampling area.

Soil Name: Calicxerollic xerochrepts-Calleguas Family-Modesto Family, Mod","SAUC1","SOCC","CA","0","County of Los Angeles Fire Dept.","34-29-10","Saugus","1810","Bouquet Canyon","118-28-22","LA County"
127,"2007-08-15",,"0","0",,"12","01",,,"SOCC","CA","0","County of Los Angeles Fire Department","34-21-20","NONE","1900","Peach Motorway","118-32-05","LA County"
128,"2007-08-15",,"0","0","NW","12","01","Soil Name: Caperton-Trigo, Granitic Substratum-Lodo Families Complex
Well-somewhat excessively drained, very high erosion hazard, moderate-moderate rapid permeability, low to very low available water capacity",,"SOCC","CA","0","County of Los Angeles Fire Dept.","34-22-31","NONE","1975","Placerita Canyon","118-26-20","LA County"
129,"2007-08-15",,"0","0",,"12","01","Soil Name:  Trigo Family - Calcixerollic Xerocherpts-Vista Family Complex
Somewhat excessively well drained, high erosion hazard, moderately slow-moderately rapid permeability, very low-moderate available water capacity","DLVC1","SOCC","CA","0","County of Los Angeles Fire Dept.","34-30-36","Del Valle","1745","Bitter Canyon, Castaic","118-35-40","LA County"
130,"2007-08-15",,"0","15","SE","12","01","Northern mixed chaparral
Hambright Rocky clay loam soil, well drained, high erosion hazard, moderate permeability, available water capacity low",,"SOCC","CA","0","County of Los Angeles Fire Dept.","34-05-04","NONE","1405","Clark Motorway, Malibu","118-51-45","LA County"
131,"2007-08-15",,"0","0",,"12","01","Big Pod Ceanothus","MBUC1","SOCC","CA","0","County of Los Angeles Fire Dept.","34-04-44","Malibu Hills","2225","Schueren Road, Malibu","118-38-41","LA County"
132,"2007-08-15",,"0","15","W","12","01","Coastal Sage Scrub
Gilroy Rocky Clay Loam soil, well drained, high erosion hazard, moderately slow permeability, moderate water capacity",,"SOCC","CA","0","County of Los Angeles Fire Dept.","34-05-36","NONE","1075","Trippet Ranch, Topanga","118-35-52","LA County"
133,"2007-08-15",,"0","0",,"12","01",,"MBCC1","SOCC","CA","0","County of Los Angeles Fire Dept.","34-06-04","Malibu Canyon","1050","Stunt Road, Calabasas","118-39-18","LA County"
134,"2007-08-15",,"0","0",,"12","01",,,"SOCC","CA","0","County of Los Angeles Fire Dept.","34-09-55","NONE","2465","Glendora Ridge, Glendora","117-51-54","LA County"
135,"2007-08-15",,"0","0",,"12","01",,,"SOCC","CA","0","County of Los Angeles Fire Dept.","34-14-48","NONE","2000","La Tuna Canyon, Tujunga","118-18-10","LA County"
136,"2007-08-15",,"0","15","W","12","01","Chamise chaparral","BVRC1","SOCC","CA","0","County of Los Angeles Fire Dept.","34-07-29","Beverly Hills","1305","Laurel Canyon, Mt. Olympus","118-22-08","LA County"
137,"2007-08-30",,"0","0",,"09","05",,"HSRU1","EGBC","UT","0","USFS","39-56-02","Horse Ridge","8526","Horse Ridge","110-51-43.13","Ashley NF"
138,"2007-08-30","C","0","1",,"09","04",,,"EGBC","UT","0","USFS","40-54-36","NONE","6196","Cedar Springs","109-26-29","Ashley NF"
139,"2007-08-30","G","0","3","E","09","05",,,"EGBC","UT","0","USFS","40-46-52","NONE","9040","East Park","109-33-12","Ashley NF"
140,"2007-08-30","C","0","8","S","09","05",,,"EGBC","UT","0","USFS","40-37-28","NONE","7930","Dry Fork","109-48-03.64","Ashley NF"
141,"2007-08-30","C","0","3","W","12","01",,,"EGBC","UT","0","USFS","40-32-37","NONE","7779","Yellowstone","110-19-49.47","Ashley NF"
142,"2007-08-30","C","0","0",,"12","01",,,"EGBC","UT","0","USFS","40-51-02","NONE","8080","Elk Park","109-42-51","Ashley NF"
143,"2007-08-30","C","0","1","S","12","01",,,"EGBC","UT","0","USFS","40-52-16","NONE","7462","Red Canyon","109-32-44.38","Ashley NF"
144,"2007-11-05","H","0","2","SE","12","01","Snakeweed removed 9-26-08.","QPHA3","SWCC","AZ","0","BIA","35-45-37","Piney Hill","8136","NAA Piney Hill","109-10-01","BIA - Navajo Area"
145,"0000-00-00","K","0","5","SW","12","01",,"WPSN5","SWCC","NM","0","BIA","36-04-37","Washington Pass","9376","NAA Narbona Pass","108-51-38","BIA - Navajo Area"
146,"2007-11-20","G","0","0","S","12","01","Dec 13, 2013 by Scasny (SACC): Johnson Grass no longer sampled. Ref Call from Bill Spencer.","CKST2","SACC","TX","0","TFS","33-41-56","Clarksville","300","NETX_RedR_TX","095-03-29","Texas State Forestry"
147,"2007-11-20","G","100","0","S","12","01","Dec 13, 2013 by Scasny (SACC): Johnson Grass no longer sampled. Ref Call from Bill Spencer.","DENT2","SACC","TX","0","TFS","32-59-48","Linden","300","NETX_Cass_TX","094-20-56","Texas State Forestry"
148,"2007-11-20","G","0","0","S","12","01","Added Yaupon on 7-02-10
Dec 13, 2013 by Scasny (SACC): Johnson Grass no longer sampled. Ref Call from Bill Spencer.","GLMT2","SACC","TX","0","TFS","32-45-46","Gilmer","300","NETX_Wood_TX","095-15-07","Texas State Forestry"
